average_stars,fans,number_of_friends,numberOfReviews,averageSentiment,averageStars,funnyVotes,usefulVotes,coolVotes
3.53,0,3,5,0.192365740741,3,0,0,0
4.0,0,0,1,0.1,4,1,1,0
5.0,0,1,1,0.616666666667,5,0,0,0
3.11,1,1,1,0.268030753968,1,0,0,0
4.11,0,0,1,9.25185853854e-18,4,0,0,0
4.5,0,0,2,0.400335497835,5,0,0,0
3.0,0,0,1,0.05,3,0,0,0
2.5,0,0,2,0.266875,2,0,0,0
3.23,0,20,9,0.232635139326,3,0,0,0
3.78,0,2,2,0.383475232198,3,0,0,0
4.5,0,0,3,0.394662564801,3,0,0,0
4.67,0,0,1,0.527083333333,5,0,0,0
3.18,0,0,7,0.180342025195,3,0,1,0
5.0,0,0,1,0.7,5,0,0,0
3.3,7,10,1,0.158333333333,2,1,2,1
3.67,0,3,3,0.216663441663,3,0,1,0
4.86,0,6,2,0.464930555556,4,0,1,0
4.0,0,0,1,0.179793650794,3,0,0,0
3.5,0,4,4,0.324159722222,3,0,0,0
1.0,0,10,1,-0.0671794871795,1,0,2,0
5.0,0,0,1,0.33125,5,0,1,0
4.12,8,9,1,0.258163265306,3,1,0,0
5.0,0,4,3,0.541375,5,0,0,0
5.0,0,0,1,0.279166666667,5,0,0,0
3.88,0,0,16,0.29421271726,3,0,0,0
4.0,0,0,1,0.7,2,0,0,0
4.5,1,11,3,0.268682792008,4,0,1,0
4.05,1,2,1,0.184928977273,5,0,1,1
5.0,0,8,1,0.369444444444,5,0,0,0
1.0,0,0,1,0.162760416667,1,0,0,0
3.45,1,11,2,0.412142857143,4,0,2,1
3.63,6,111,16,0.196967812112,3,0,2,1
5.0,0,0,1,0.125,5,0,0,0
4.27,2,5,2,0.449470899471,4,0,0,0
4.0,0,0,1,0.7,4,0,0,0
4.29,0,0,3,0.460458753053,4,0,1,1
4.5,0,1,2,0.478333333333,5,1,3,2
3.44,0,2,38,0.177115338215,3,0,0,0
2.63,0,0,5,0.326718253968,2,0,0,0
4.57,5,18,6,0.289278803834,4,0,3,1
1.0,1,0,1,0.0719298245614,1,0,0,0
1.5,0,0,1,0.169387755102,1,0,0,0
4.42,1,1,3,0.290648148148,5,0,4,3
4.16,1,11,13,0.335629451275,4,0,0,0
5.0,0,0,1,0.51625,5,0,0,0
3.58,1,2,1,0.265,5,0,0,0
1.0,0,3,1,0.2,1,0,1,0
3.06,1,0,4,0.202579365079,2,0,0,0
3.73,0,6,8,0.316073603006,4,0,0,0
5.0,0,0,2,0.61,5,0,0,0
3.96,23,57,10,0.274732366824,4,0,1,0
3.35,3,18,1,0.329714481947,4,1,1,1
3.69,5,7,10,0.12341093974,3,0,0,0
3.96,10,39,36,0.286652684112,3,0,0,0
3.78,8,39,5,0.176401451091,4,1,4,2
3.11,0,0,2,-0.192361111111,5,0,0,0
3.81,1,1,1,0.248333333333,4,0,0,0
4.14,2,1,2,0.408888888889,5,0,0,0
3.8,0,2,1,0.318132183908,4,0,0,0
3.42,5,7,6,0.226044899031,3,0,0,0
4.18,0,3,11,0.251527772787,4,0,1,0
3.96,2,2,5,0.179384703707,4,0,0,0
4.0,0,0,6,0.263244047619,4,0,0,0
3.71,1,0,4,0.166145833333,3,0,0,0
3.5,0,0,2,0.131080246914,3,0,0,0
4.03,2,5,1,0.189096948249,5,0,1,2
1.5,0,0,2,0.0581425518926,1,0,0,0
2.6,0,0,1,0.0454411764706,1,0,0,0
5.0,0,8,1,0.369047619048,5,0,0,0
2.57,1,0,5,0.121247432306,2,0,1,0
4.33,0,0,1,-0.15,1,0,2,0
3.76,0,2,8,0.246868788558,3,0,0,0
3.0,0,0,1,0.06,2,0,0,0
3.71,1,1,1,0.16996031746,4,0,0,0
1.0,0,0,1,-0.0943518518519,1,0,0,0
2.6,2,1,2,0.411755952381,5,0,0,0
5.0,0,0,1,0.283114035088,5,0,0,0
5.0,0,2,2,0.129309082031,5,0,0,0
4.0,0,0,1,0.402452380952,5,0,0,0
3.62,0,2,1,-0.0707556332556,2,4,3,1
4.33,1,9,1,0.4125,5,0,0,0
4.09,0,0,1,0.207282366071,5,1,3,1
3.76,0,1,2,0.227647836913,3,0,0,0
2.6,0,2,1,-0.0102116402116,4,3,2,2
4.4,0,0,5,0.247297799423,4,0,0,0
3.76,20,88,19,0.194077525998,3,0,0,0
5.0,0,1,1,0.313311688312,5,0,0,0
3.11,0,1,1,0.133680555556,4,0,0,0
1.0,0,0,1,0.00670498084291,1,0,0,0
3.4,0,0,2,0.148214285714,3,0,0,0
4.48,1,3,9,0.236945072417,4,0,0,0
5.0,0,5,1,0.583333333333,5,0,2,1
4.07,0,1,1,0.334821428571,5,0,0,1
5.0,0,0,1,0.458333333333,5,0,0,0
4.43,1,0,1,0.530208333333,5,0,0,0
3.25,0,1,5,0.079825645034,2,0,1,0
4.0,0,1,1,0.74375,5,0,0,0
1.0,0,0,1,-0.093606505102,1,0,0,0
3.5,0,0,2,0.297142857143,3,0,0,0
4.0,1,0,1,0.154259259259,4,0,0,0
2.33,0,0,3,-0.225300213675,2,0,1,0
3.74,1,6,1,0.243939393939,2,0,0,0
3.3,0,6,1,0.436543799338,5,0,0,0
3.45,15,294,1,0.157414321789,3,2,4,3
4.4,0,2,5,0.383983251634,4,0,0,0
5.0,0,78,3,0.533194444444,5,0,0,0
4.0,1,3,1,0.14880952381,2,0,0,0
3.8,0,0,4,0.191820054945,3,0,0,0
3.67,0,0,1,0.233333333333,4,0,0,0
5.0,0,0,1,0.310795454545,5,2,0,0
5.0,0,3,3,0.407192460317,5,0,0,0
4.25,0,1,3,0.24329004329,3,0,0,0
5.0,0,0,1,0.12,5,0,0,0
5.0,0,0,1,0.165,5,0,0,0
4.67,0,3,7,0.270325036165,4,0,0,0
4.1,0,0,4,0.271417999695,4,0,0,0
3.79,1,2,18,0.151428131499,3,0,0,0
3.89,11,59,8,0.327273373037,4,1,2,2
3.25,0,0,2,0.263701923077,5,0,0,0
5.0,0,0,1,0.289285714286,5,0,0,0
3.59,223,400,14,0.146236742373,3,49,50,47
5.0,0,8,1,0.478125,5,0,0,0
3.84,4,5,7,0.144003963083,3,0,1,0
2.9,0,1,1,0.131696428571,1,0,0,0
4.33,0,0,3,0.291678571429,4,0,0,0
2.5,0,13,5,-0.0152823904491,2,0,1,0
4.5,2,4,4,0.456755952381,4,0,0,0
4.02,2,5,2,0.468095238095,5,0,0,0
5.0,0,4,1,0.257142857143,5,0,0,0
4.13,0,2,4,0.310582303726,4,0,1,0
2.57,1,0,2,0.443994708995,4,0,0,0
3.4,0,0,1,0.933333333333,5,0,0,0
2.8,1,7,23,0.104166757523,2,0,1,0
2.46,2,2,1,-0.1156571215,1,0,0,0
2.79,2,0,1,0.27,5,1,2,3
3.0,0,0,1,-0.0219280719281,1,0,0,0
2.14,1,0,1,0.0135714285714,1,0,0,0
4.27,2,3,1,0.166075396825,4,2,2,2
4.4,2,6,1,0.0465277777778,1,0,1,0
4.44,0,0,2,0.122829861111,4,0,0,0
5.0,0,0,1,0.325,5,0,0,0
1.0,0,3,1,0.113571428571,1,0,0,0
3.67,0,0,2,0.133860367063,3,0,0,0
3.91,9,54,10,0.197358765754,3,0,0,0
4.33,0,1,3,0.482954545455,4,0,0,0
4.2,11,125,115,0.238535373864,4,3,3,2
4.43,0,0,1,0.158421052632,5,0,0,0
3.71,0,0,1,-0.183333333333,2,0,0,0
3.65,3,0,1,0.241176470588,5,0,0,0
4.0,0,3,1,0.324382716049,4,0,0,0
4.04,4,13,2,0.186055021368,3,0,1,1
3.27,0,0,15,0.195818020803,3,0,0,0
3.58,1,5,1,-0.025,1,2,3,1
5.0,0,0,2,0.50125,5,0,0,0
3.39,7,8,6,0.164856749658,3,0,0,0
3.71,0,4,3,0.302868716931,4,0,0,0
3.0,0,0,1,-0.0819662480377,1,0,0,0
4.5,0,0,1,0.389285714286,4,0,0,0
5.0,0,0,1,0.682142857143,5,0,0,0
5.0,0,0,1,0.418,5,0,0,0
5.0,0,2,1,0.8,5,0,0,0
3.73,0,2,7,0.221979944659,3,0,0,0
4.17,1,15,21,0.292454338753,4,0,0,0
3.88,3,21,3,0.187268866611,3,1,1,1
4.43,0,0,4,0.496603257275,4,0,0,0
3.67,0,1,3,0.067531167614,2,0,0,0
3.74,2,9,1,0.05,3,0,1,1
4.17,0,0,1,0.338888888889,4,0,1,1
1.0,0,0,1,0.06875,1,2,0,0
2.33,0,1,1,0.0677201388889,2,2,1,0
4.33,0,1,2,0.0859375,3,0,0,0
3.47,0,0,2,0.0469318181818,3,0,0,0
4.0,0,2,7,0.198206152313,4,0,0,0
1.0,0,0,1,0.197803030303,1,0,0,0
3.89,2,0,3,0.144086491765,3,0,1,0
5.0,1,5,2,0.312044878025,5,0,0,0
3.37,3,5,1,0.0727097505669,2,0,0,0
4.25,0,0,1,0.247936507937,3,0,0,0
1.0,0,0,1,-0.1625,1,1,1,0
3.1,0,0,1,-0.0025,4,0,0,0
2.33,0,0,1,0.136842105263,1,0,0,0
3.38,0,2,1,0.1775,4,0,0,0
3.25,0,1,1,0.0532967032967,2,0,1,0
1.0,0,1,1,-0.0291666666667,1,0,0,0
5.0,0,0,2,0.323961538462,5,0,0,0
3.29,0,0,2,0.247853867624,4,0,0,0
4.5,0,2,2,0.624992559524,5,0,0,0
4.33,1,0,1,0.0196428571429,3,0,0,0
4.32,3,2,1,-0.0114583333333,1,0,0,0
3.33,5,5,2,0.166975069013,3,0,1,0
4.0,1,4,1,1.0,4,0,0,0
3.93,2,10,3,0.0661607142857,3,0,0,0
3.5,6,103,15,0.270888670399,4,0,1,1
3.45,3,9,5,0.117589612273,3,0,1,0
3.33,0,1,3,0.500860339506,3,0,0,0
3.53,0,1,1,0.101478455755,1,2,2,2
1.0,0,0,1,-0.216666666667,1,0,1,0
3.95,0,3,14,0.258151723761,3,0,0,0
4.0,0,0,1,0.429166666667,4,0,0,0
1.5,1,0,2,-0.0666325187159,1,0,0,0
4.16,1,0,1,0.341666666667,3,2,1,2
3.82,0,0,1,-0.383333333333,1,0,1,0
3.92,0,0,11,0.283822182225,3,0,0,0
3.81,5,6,7,0.304189013951,3,0,0,0
3.67,0,1,1,0.330113636364,5,0,1,0
3.67,0,0,1,0.486979166667,4,0,0,0
5.0,1,0,1,0.211706349206,5,0,1,0
5.0,0,1,1,0.305681818182,5,0,4,0
3.88,17,35,4,0.237061403509,4,0,0,0
4.19,2,20,1,0.190706168831,5,0,2,2
2.5,0,0,5,0.251268518519,3,0,0,0
3.81,24,74,32,0.177222772411,3,1,1,1
4.0,0,0,8,0.240861439824,4,0,1,0
2.8,0,0,5,0.152095299145,2,0,0,0
4.7,0,0,1,0.31987012987,5,0,1,0
1.8,0,0,1,-0.07,1,1,1,0
4.04,0,6,24,0.3263193694,3,0,0,0
3.4,0,1,1,0.22931547619,5,0,1,0
2.0,0,0,1,-0.205555555556,2,0,0,0
5.0,0,1,1,0.28125,5,1,0,0
3.67,11,15,1,-0.260714285714,1,5,1,0
2.67,0,0,4,0.140974545739,2,0,0,0
3.0,1,2,14,0.185936236207,3,0,1,0
3.33,0,0,2,0.341666666667,4,0,0,0
2.5,0,0,1,0.377777777778,4,0,0,0
5.0,0,0,1,0.331946428571,5,0,0,1
1.91,0,0,1,0.1,2,0,0,0
4.25,0,4,14,0.278313699069,4,0,0,0
1.0,0,0,1,0.00729166666667,1,0,0,0
3.0,0,0,1,0.206481481481,5,0,2,1
4.43,1,10,3,0.374883680556,4,0,2,1
5.0,0,1,2,0.222566287879,5,0,0,0
3.54,2,8,2,0.261861888112,4,0,0,0
3.5,1,0,4,0.150887424414,3,2,3,0
3.0,0,0,1,0.158333333333,2,0,0,0
4.1,2,61,16,0.278892169139,4,0,2,1
3.75,0,0,2,0.514898989899,4,0,0,0
4.0,0,0,2,0.292324660633,5,0,0,0
5.0,0,3,1,0.593181818182,5,1,1,2
4.0,0,0,1,0.174166666667,1,0,0,0
1.0,0,0,1,-0.0569444444444,1,0,1,0
4.29,1,3,1,0.377083333333,4,1,2,1
1.0,0,2,1,0.140354839961,1,0,3,0
3.0,0,0,1,0.154411764706,1,1,2,0
3.68,6,11,1,0.128897058824,5,1,0,0
4.6,1,2,3,0.656349206349,4,0,0,0
3.76,7,452,66,0.232277396606,3,1,2,2
4.67,0,0,1,0.496666666667,5,0,0,0
1.5,0,0,1,-0.1,2,0,2,0
4.0,0,3,2,0.157291666667,3,0,1,1
3.43,0,0,3,0.362921626984,3,0,0,0
1.0,0,0,1,0.301851851852,1,0,2,0
4.2,0,1,1,-0.0686011904762,1,0,4,0
5.0,0,0,1,0.0375,5,0,1,0
4.46,0,15,1,0.58,5,0,0,0
1.75,0,0,1,0.161257763975,1,0,0,0
4.0,0,1,1,0.0873376623377,4,0,0,0
5.0,0,0,1,0.866666666667,5,0,0,0
4.2,1,1,2,0.222056210251,3,0,1,0
4.67,0,0,1,0.5,5,0,1,0
4.51,1,1,1,0.238095238095,5,0,0,0
3.24,2,2,1,0.13875,5,0,1,0
1.8,0,0,2,0.361356643357,3,0,0,0
4.29,0,0,11,0.421406128383,4,0,0,0
4.0,0,2,5,0.188836909006,3,0,1,0
4.08,33,65,1,0.641666666667,3,1,1,1
3.87,0,3,3,0.224248502063,4,0,0,0
1.0,0,0,1,0.0,1,0,1,0
4.75,0,2,3,0.487183484505,4,0,0,0
3.62,0,0,1,-0.207083333333,2,0,1,0
2.75,0,0,1,0.40625,4,0,1,0
3.33,0,0,3,0.188888888889,3,0,0,0
3.11,0,1,1,-0.160572567894,1,5,5,0
1.0,0,0,1,0.0159226190476,1,0,0,0
2.0,0,0,1,0.11887755102,2,0,0,0
1.0,0,0,1,0.0653487441378,1,0,0,0
4.5,0,0,1,0.31,4,0,0,0
3.67,0,0,3,0.211449491028,2,0,1,0
2.67,0,0,1,-0.0298433048433,1,0,0,0
5.0,0,1,1,0.474074074074,5,0,0,0
3.4,0,1,9,0.332213118027,3,0,0,0
4.5,0,8,2,0.292193223443,4,0,0,0
3.68,0,1,10,0.153552786137,3,0,0,0
4.0,0,0,1,-0.102160493827,1,0,3,0
5.0,0,0,1,0.134975649351,5,1,1,1
5.0,0,0,1,0.423474025974,5,0,1,2
4.29,0,0,6,0.230767752695,4,0,0,0
2.91,0,0,2,0.251782879819,4,0,0,0
3.92,0,0,2,0.193177766276,4,0,0,0
4.28,1,2,2,-0.01,3,0,0,0
4.56,0,0,7,0.407899659864,4,0,0,0
5.0,0,0,2,0.229206626707,5,0,1,0
3.75,0,2,1,0.05,2,0,0,1
4.23,8,2,15,0.206098809136,4,0,0,0
5.0,0,0,1,0.476785714286,5,0,0,0
3.92,1,3,3,0.195858974359,3,0,0,0
1.0,0,0,2,0.14625,1,0,1,0
4.38,0,1,1,0.65,4,0,0,0
5.0,0,0,1,0.25288961039,5,0,0,0
3.96,0,0,1,-0.493333333333,1,0,1,0
2.33,0,1,2,0.0975816993464,1,0,0,0
3.58,1,1,12,0.207482171226,3,0,0,0
3.87,2,5,2,0.176699134199,4,0,0,0
1.0,0,0,1,0.07,1,0,0,0
3.83,0,8,1,0.333061079545,5,0,0,0
3.0,0,0,1,0.766666666667,5,0,1,0
3.75,1,0,1,0.246560846561,2,0,0,0
1.0,0,0,1,-0.247916666667,1,0,0,0
1.0,0,0,1,0.01875,1,0,0,0
3.83,1,3,2,0.161456830207,3,1,0,0
3.68,15,192,226,0.156550661642,3,1,2,1
4.02,1,1,3,0.388611111111,4,0,0,0
3.45,9,46,30,0.277133242816,3,0,0,0
4.18,0,0,2,0.443317099567,5,0,0,0
4.5,0,0,1,0.56,5,0,0,0
1.0,0,5,2,0.0548689058957,1,0,0,0
4.22,0,0,3,0.18085978836,4,0,0,0
5.0,0,0,1,0.317636363636,5,1,2,2
3.14,0,2,1,0.297911255411,4,0,0,0
3.97,4,5,4,0.534725198413,4,0,0,0
4.5,0,0,1,0.176666666667,5,0,0,0
1.0,0,0,2,-0.193365929705,1,0,0,0
3.88,0,0,2,0.271097883598,3,0,0,0
2.5,0,2,1,0.5,5,0,1,0
1.0,0,0,1,0.113888888889,1,0,0,0
4.11,0,6,2,0.407142857143,3,0,0,0
3.97,1,4,1,0.126313932981,2,0,2,3
3.72,1,9,103,0.21738065318,3,0,1,0
2.88,0,4,1,-0.0111111111111,2,0,0,0
3.43,1,0,4,0.283195570983,3,0,0,0
2.83,0,1,2,0.0273484848485,2,0,0,0
1.0,0,4,4,-0.0845954392829,1,1,1,0
3.51,0,0,10,0.326757849789,4,0,0,0
3.87,1,3,1,0.423288690476,5,0,0,0
3.83,0,0,1,0.4875,4,0,0,0
5.0,0,1,1,0.55,5,1,0,0
3.0,0,0,1,-0.0245238095238,3,0,0,0
4.0,1,2,1,0.6109375,5,0,0,1
5.0,0,1,2,0.283171296296,5,0,0,0
3.68,2,5,3,0.101194980202,3,0,1,0
2.0,0,1,1,-0.0642857142857,2,0,0,0
4.37,0,1,10,0.409813141993,4,0,0,0
1.0,0,0,1,-0.0625,1,0,3,1
2.86,1,2,2,0.118323863636,3,0,0,0
4.0,1,7,11,0.3370040623,4,0,0,0
3.94,1,8,1,0.288657407407,5,0,0,0
4.24,0,0,1,0.3475,4,0,0,0
3.08,0,2,2,0.127903769841,3,0,0,0
4.29,0,1,3,0.113041148805,4,0,0,0
3.99,39,55,1,0.155146464646,5,2,2,3
4.05,2,4,1,0.26130952381,4,0,0,1
4.0,0,0,2,0.215145502646,4,0,0,0
3.7,4,7,4,0.273523272156,4,0,1,0
4.5,0,6,2,0.4421875,4,0,1,0
3.26,0,1,3,0.238383838384,3,0,0,0
4.07,3,5,1,0.1375,4,2,3,2
3.46,0,4,2,0.163364281038,3,0,1,0
1.0,0,0,1,-0.0454166666667,1,0,2,0
5.0,0,0,1,0.360648148148,5,0,2,0
1.0,0,0,1,0.144285714286,1,1,2,1
3.74,5,16,1,-0.0475427350427,1,0,0,0
5.0,0,0,1,0.0374131944444,5,0,0,0
5.0,0,0,1,0.651729699337,5,0,0,2
4.0,0,1,1,0.7,4,0,0,0
4.3,1,0,1,0.254613095238,5,0,2,2
1.0,0,0,1,-0.0549075924076,1,0,0,0
5.0,0,0,1,0.325,5,0,0,0
3.96,3,12,4,0.254715394491,4,0,0,0
2.98,1,0,4,0.245797491039,4,0,0,0
3.23,0,11,37,0.180050338229,3,0,0,0
4.27,0,0,1,0.402380952381,5,0,0,0
3.0,1,0,1,0.502083333333,5,0,0,0
5.0,0,12,1,0.39,5,0,0,0
3.67,0,1,2,0.204531926407,3,0,2,0
4.11,0,1,1,0.27379055789,5,0,0,0
5.0,0,47,1,0.737142857143,5,1,5,4
2.6,0,6,1,0.294375,4,0,0,0
5.0,0,0,1,0.34,5,0,0,0
2.43,0,0,2,0.185984848485,1,0,0,0
3.62,0,3,3,0.191073656062,3,0,0,1
1.0,0,0,1,0.816666666667,1,1,1,0
3.47,0,2,3,0.236083877996,2,0,0,0
2.0,0,0,1,-0.0501420454545,2,0,0,0
5.0,0,0,1,0.475,5,0,1,0
4.0,0,0,1,0.39375,4,0,0,0
3.0,0,0,1,0.208854166667,3,0,1,0
2.33,0,0,1,-0.445486111111,2,0,0,0
3.89,2,7,14,0.257665776896,3,0,0,0
3.71,1,0,7,0.343441010874,4,0,1,0
3.67,0,0,2,0.186805555556,1,0,0,0
1.0,0,0,1,0.109782608696,1,2,2,0
3.83,0,1,1,0.223125,2,0,1,0
3.66,1,13,23,0.140553334627,3,0,1,0
3.45,0,0,1,0.260053418803,5,0,1,0
5.0,0,0,1,0.197402597403,5,0,1,0
3.79,4,13,3,0.507487373737,4,0,0,0
4.12,0,0,5,0.49955976431,4,0,0,0
3.81,1,1,1,0.20119047619,5,0,1,0
4.0,0,0,19,0.317128933445,3,0,0,0
5.0,0,7,1,0.7,5,0,2,1
3.0,2,0,1,0.303714285714,5,1,4,2
2.0,0,0,2,0.0146645021645,2,0,0,0
4.57,0,2,3,0.313452380952,5,0,0,0
4.06,3,12,2,0.426627435065,4,0,2,2
4.23,1,1,10,0.252089404423,4,0,0,0
3.33,0,6,1,0.253703703704,5,0,1,0
3.67,0,0,6,0.435431293244,3,0,0,0
5.0,0,15,1,0.298148148148,5,0,0,0
3.0,0,1,1,-0.0357142857143,1,0,3,0
5.0,0,2,2,0.357575757576,5,0,0,0
1.0,0,0,1,0.118768382353,1,0,1,0
5.0,0,0,1,0.0518939393939,5,0,0,0
4.03,0,28,23,0.27433459425,4,0,0,0
1.0,1,0,3,-0.0903009804976,1,1,1,0
4.0,0,0,3,0.432017195767,4,0,0,0
5.0,0,1,1,0.529166666667,5,0,0,0
2.88,0,0,1,0.127962962963,3,0,0,0
4.44,0,0,1,0.266945611578,5,0,0,0
3.79,6,25,111,0.259032317119,3,0,1,0
4.43,0,1,1,0.245046041921,4,0,0,0
1.0,0,0,1,0.0,1,0,0,0
3.5,0,0,1,0.346011131725,5,0,0,0
2.7,2,9,2,0.164140565317,3,0,0,0
5.0,0,0,1,0.32,5,0,0,0
4.16,0,1,1,0.0535350529101,1,4,4,2
3.5,2,7,4,0.229190054132,3,0,1,0
4.17,2,18,6,0.347937089334,4,0,0,0
3.5,86,100,2,0.121285980102,5,3,4,3
3.47,0,1,1,0.4703125,4,0,0,0
3.61,9,45,5,0.191318894069,4,0,1,0
4.0,0,0,1,0.144318181818,4,0,0,0
3.42,0,10,9,0.174312048097,3,0,0,0
3.6,0,7,8,0.182448341155,3,0,0,0
2.86,0,3,1,0.335714285714,4,0,0,0
2.0,0,0,1,0.113636363636,2,0,0,0
4.32,1,0,1,0.331031746032,5,0,0,0
3.6,0,0,1,0.254053287982,5,0,0,0
3.5,0,0,1,-0.14,1,0,2,0
4.88,2,6,2,0.466071428571,4,0,0,0
5.0,0,0,1,0.319841269841,5,0,1,1
3.62,19,61,10,0.227084459522,3,2,0,0
2.0,0,0,2,0.0806313131313,2,0,0,0
1.0,0,0,1,-0.352213541667,1,0,0,0
3.62,0,5,8,0.278827993476,3,0,0,0
5.0,0,11,3,0.219199546485,5,0,1,0
3.3,2,0,1,0.550946969697,5,0,0,0
3.0,0,8,4,0.191958874459,3,0,1,0
3.52,0,1,1,0.75,4,0,0,0
4.62,0,0,1,0.204166666667,5,0,0,0
4.15,1,4,35,0.333204702639,4,0,0,0
5.0,0,8,1,0.426420454545,5,0,0,0
1.0,0,0,1,-0.0467171717172,1,0,0,0
5.0,0,2,2,0.182994791667,5,0,0,0
5.0,0,1,1,0.133333333333,5,0,2,0
4.0,0,35,2,0.102770917079,5,0,0,0
3.33,0,0,7,0.219797585613,3,0,0,0
3.33,1,2,1,0.377380952381,5,0,0,0
3.75,0,7,1,1.0,5,0,0,0
3.11,0,1,8,0.099061254559,2,1,2,1
3.94,0,0,1,0.25162037037,4,0,0,0
3.0,1,8,1,0.218452380952,3,0,0,0
2.0,0,1,1,-0.0785714285714,1,0,0,0
3.59,0,2,15,0.219107514513,3,0,0,0
5.0,0,0,1,0.466666666667,5,0,0,1
3.8,6,10,2,0.359243415315,5,0,0,0
1.8,0,0,2,0.242261904762,2,0,0,0
3.68,22,95,12,0.337306857639,4,0,0,0
5.0,0,0,1,0.197948717949,5,0,0,0
3.8,0,1,1,0.211111111111,4,0,1,0
3.8,0,0,3,0.355180322129,4,0,1,1
3.89,0,0,8,0.218915405273,4,0,0,0
3.5,1,0,1,0.04375,3,0,2,0
4.23,0,2,8,0.383505858291,4,0,0,0
4.86,0,1,1,0.462962962963,4,0,2,0
3.74,1,0,1,0.108703703704,2,0,0,0
3.88,3,23,90,0.157812736653,3,0,1,0
2.58,0,0,8,0.0835631050084,2,0,0,0
4.86,0,1,1,0.666666666667,5,0,0,0
5.0,0,0,1,0.5,5,0,0,0
4.0,0,0,4,0.31821875,4,0,0,0
3.78,0,0,1,0.35728515625,5,0,0,0
2.75,0,5,1,0.208333333333,3,0,0,0
3.6,0,0,3,0.219915454915,2,0,0,0
2.4,0,1,1,0.38,4,0,0,0
3.0,0,0,2,0.0143654684096,3,0,0,0
3.76,1,0,16,0.133304383699,3,0,0,0
5.0,0,0,1,0.322777777778,5,0,0,0
3.64,2,10,19,0.268049563153,3,0,0,0
5.0,0,0,1,0.114761904762,5,0,0,0
3.72,0,1,1,0.0922481021394,4,0,1,0
3.18,1,9,30,0.0892382680487,3,0,0,0
2.33,0,0,1,0.00416666666667,2,0,0,0
3.6,0,0,2,0.573416137695,5,0,0,0
3.6,0,0,1,0.0625,3,1,0,0
3.33,0,0,3,0.238078003408,3,0,0,0
4.14,0,5,12,0.212997417423,4,0,0,0
4.0,0,2,29,0.217056026604,4,0,0,0
5.0,0,0,1,0.416666666667,5,0,0,1
3.0,0,1,6,0.147237103175,3,0,1,0
3.55,11,7,6,0.129061194653,3,0,0,0
3.56,118,377,9,0.295131925325,3,0,0,0
2.0,0,0,1,-0.0429824561404,1,2,0,1
4.33,0,3,1,0.573611111111,5,0,0,0
3.25,0,12,4,0.322027008386,3,0,0,0
4.09,0,2,2,0.577083333333,4,0,1,0
3.74,2,6,4,0.575,4,0,1,0
3.5,0,0,6,0.241747134039,3,0,0,0
4.0,0,0,1,0.4175,4,0,0,0
3.0,0,2,1,0.326893939394,5,1,0,0
4.27,10,14,3,0.199643412143,4,0,0,1
3.7,1,1,12,0.354744634828,4,0,0,0
3.5,0,2,1,0.154074074074,3,0,1,0
5.0,0,39,1,0.6,5,0,0,0
3.82,0,0,1,0.259206349206,5,0,0,0
5.0,0,1,1,0.306547619048,5,0,1,0
5.0,0,0,1,0.359583333333,5,0,1,1
4.44,3,30,15,0.401704072633,4,0,2,1
4.27,0,1,2,0.492852757022,5,0,2,1
3.12,0,0,7,0.111820071463,2,0,0,0
3.69,2,1,1,0.173267770876,5,0,1,0
3.55,0,0,1,0.00676027676028,1,0,1,0
3.65,0,11,1,0.10821969697,4,0,0,0
3.33,0,0,3,0.169192294974,3,0,0,0
4.11,13,40,16,0.325407757135,3,0,0,0
2.5,0,0,1,-0.00185185185185,2,0,0,0
3.4,0,0,1,-0.245192307692,1,0,1,0
3.0,0,7,2,0.577556818182,3,0,0,0
3.38,0,0,1,0.131770833333,5,0,0,0
3.0,0,68,3,0.123170194004,3,0,0,0
3.84,0,7,19,0.251747458945,4,0,1,0
3.37,0,3,1,0.0681277056277,2,0,0,0
3.82,0,0,1,0.333333333333,4,0,0,0
4.0,0,0,1,0.76875,5,0,1,0
5.0,0,0,1,0.104613095238,5,0,0,0
3.54,1,13,8,0.295572884566,3,0,0,0
4.5,0,0,1,0.433452380952,5,0,0,0
4.37,0,9,1,0.225,5,0,0,0
4.0,0,0,1,0.8175,4,0,0,0
1.0,0,4,1,-0.364583333333,1,0,0,0
3.67,0,0,3,0.240291005291,3,0,0,0
3.73,2,12,17,0.263320491389,4,0,0,0
2.5,0,0,2,0.06875,2,1,0,0
5.0,0,2,1,0.207954545455,5,0,1,2
4.06,0,0,1,0.608571428571,5,0,1,0
3.83,0,2,29,0.264764882555,3,0,0,0
3.0,0,1,1,0.415507936508,5,0,0,0
5.0,0,0,1,0.41875,5,0,1,1
3.42,0,0,7,0.42143920068,3,0,0,0
4.33,0,2,1,0.75,5,0,0,0
2.33,0,0,2,0.394109848485,5,1,2,1
3.56,0,3,1,0.179380952381,1,2,9,0
1.0,0,0,1,0.126666666667,1,0,0,0
2.75,0,1,4,0.069978956229,2,0,0,0
4.5,0,2,1,0.394326923077,5,0,0,0
3.2,0,0,4,0.276699107673,3,0,0,0
4.33,0,4,1,0.0814814814815,4,0,0,0
4.33,0,4,3,0.598046875,4,0,0,0
3.14,0,0,3,0.471354166667,4,0,0,0
3.43,0,0,7,0.377074981587,3,0,0,0
4.0,0,0,2,0.276666666667,4,0,0,0
5.0,0,1,3,0.311160714286,5,0,0,0
3.18,0,0,1,0.0527777777778,2,0,0,0
